city,province,activity,spots
Moncton,New Brunswick,Cherry Blossom Viewing,"['Cherry Blossom Intersection', 'Queen Elizabeth Park', 'Cherry Blossom Avenue', 'Minoru Park', 'Andy Livingstone Park', 'Vanier Park', 'Sunrise Park']"
Moncton,New Brunswick,Canoeing,"['Seaward Kayaks', 'Northern Rockies Adventures', 'North Island Kayak', 'Whytecliff Park | West Vancouver', 'Kanaka Creek Regional Park', 'Northshore Kayaking', 'Talaysay Tours', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Wildcoast Adventures']"
Moncton,New Brunswick,Horse-riding,"['Hidden Trails Ltd', 'Saddle Peak Trail Rides']"
Moncton,New Brunswick,Photography,"['Prospect Point Lookout', 'Rocky Point Park', 'Vancouver Photographer | Enjoy The Journey Studios', 'Sunset Beach Park', 'Equinox Gallery', 'Bloedel Conservatory']"
Moncton,New Brunswick,Skiing/Snowboarding,"['Troll Ski Resort', 'Cypress Mountain', 'Fortress Ski Area', 'Whitecap Alpine']"
Moncton,New Brunswick,Cycling,"['Burnaby Mountain Bike Skills Facility', 'Union Street Cycle', 'Van City Bikes and Skis']"
Saint John,New Brunswick,Rock Climbing,"['Ground Up Climbing Centre', 'Outdoor Bouldering Wall', 'Climb Base5 (North Vancouver)', 'Vancouver Climbers Association', 'Coastal Climbing Centre', 'Thompson community bouldering', 'Climb Base5 (Coquitlam)', ""Clip 'n Climb Vancouver""]"
Saint John,New Brunswick,Canoeing,"['Seaward Kayaks', 'Spirit of the West Adventures', 'North Island Kayak']"
Saint John,New Brunswick,Beach,"['White Pine Beach', 'Third Beach', 'Buntzen Lake North Beach', 'Trout Lake Beach', 'Jug Island Beach', 'Dundarave Beach', 'Pebbly Beach', 'English Bay Beach']"
Saint John,New Brunswick,Camping,"['Fort Camping', 'Campertunity', 'Dogwood Campgrounds & RV Park', 'Bishop Creek Marine Campground', 'Anmore Camp & RV Park', 'Discover Camping', 'Capilano River RV Park']"
Saint John,New Brunswick,Cherry Blossom Viewing,"['Alice Townley Park', 'Queen Elizabeth Park', 'Jean Beaty Park', 'Andy Livingstone Park', 'John Hendry Park (Trout Lake Park)', 'Greenheart TreeWalk', 'Devonian Harbour Park']"
Argentia,Newfoundland and Labrador,Fishing,"['Rolley Lake Provincial Park', 'Rocky Point Park', 'John Hendry Park (Trout Lake Park)', 'Stave River', 'Fraser River Park', 'Westminster Pier Park', 'ABF Charters/ Guided Sportfishing/Gibsons BC']"
Argentia,Newfoundland and Labrador,Rock Climbing,"['Bomber Climbing', 'The Hive Heights', 'Climb Base5 (North Vancouver)', 'The Hive Climbing and Fitness', 'Canada West Mountain School', 'Ground Up Climbing Centre', 'Climblife', ""Clip 'n Climb Vancouver"", 'Project Climbing Centre']"
Argentia,Newfoundland and Labrador,Hiking/Trekking,"['Velodrome Trail', 'Jug Island Trailhead', 'Trail of Hope', 'Burnaby lake', 'Burnaby Lake Regional Park', 'Burnaby Mountain Biking and Hiking Trails']"
Argentia,Newfoundland and Labrador,Cherry Blossom Viewing,"['Andy Livingstone Park', 'Queen Elizabeth Park', 'Cherry Blossom Avenue', 'UBC Botanical Garden', 'Jean Beaty Park']"
Bonavista,Newfoundland and Labrador,Skiing/Snowboarding,"['Whistler Blackcomb', 'Big White Ski Resort', 'RED Mountain Resort', 'Mt Seymour Resort', 'Purden Ski Village', 'Grouse Mountain', 'Dakota Ridge Ski Area', 'Mount Cain Alpine Park']"
Bonavista,Newfoundland and Labrador,Canoeing,"['Seaward Kayaks', 'Whytecliff Park | West Vancouver']"
Bonavista,Newfoundland and Labrador,Fishing,"['Lower Pond', 'Deer Lake Park', 'Burnaby Fraser Foreshore Park', 'Fraser Fishing Adventures', 'Lost Lagoon, Stanley Park', 'Rocky Point Park']"
Bonavista,Newfoundland and Labrador,Camping,"['Montague Provincial Campground (K2 Park Service)', 'Campnab', 'Anmore Camp & RV Park', 'Bishop Creek Marine Campground', 'BC Hydro Stave Falls Lodge and Campsite', 'Capilano River RV Park', 'BCRV', ""Raven's Nest Outdoor Group Campsite"", 'Discover Camping']"
Channel-Port aux Basques,Newfoundland and Labrador,Hiking/Trekking,"['Cottonwood Trail', 'Baden Powell Trail', 'Southshore Trail']"
Channel-Port aux Basques,Newfoundland and Labrador,Camping,"['Seymour Group Campsite', 'Muskrat Meadow Outdoor Group Campsite', ""Girl Guides of Canada - Woodward's Landing Campground"", 'Klahanie Campground', 'Campertunity']"
Channel-Port aux Basques,Newfoundland and Labrador,Horse-riding,"['Copper Cayuse Outfitters', 'Footnote Farm', 'Farm Ventures', 'Leghorn Ranch Horseback Trail Rides', 'Leghorn Ranch Horseback Trail Rides', 'Hidden Trails Ltd']"
Channel-Port aux Basques,Newfoundland and Labrador,Picnic,"['Central Park Picnic Areas', 'Belcarra Picnic Area', 'Locarno Beach Picnic Site', 'Covered Area', 'Picnic point', 'Meunch Bar Picnic Area', 'Picnic Pavilion', 'Burnaby Fraser Foreshore Park', 'Rocky Point Picnic Shelter']"
Corner Brook,Newfoundland and Labrador,River Rafting,"['Kumsheen Rafting Resort', 'Adams River Rafting Ltd', 'West Coast Canyoning Adventures', 'Glacier Guides and Montana Raft', 'Osprey Rafting Company', 'Triad River Tours', 'Wet Planet Rafting and Kayaking', 'Northern Rockies Adventures']"
Corner Brook,Newfoundland and Labrador,Cherry Blossom Viewing,"['Salsbury Park', 'Alice Townley Park', 'John Hendry Park (Trout Lake Park)', 'Cherry Blossom Intersection']"
Corner Brook,Newfoundland and Labrador,Swimming,"['Lord Byng Pool & Fitness Centre', 'RONA Coquitlam (Austin)', 'Kensington Park Outdoor Pool', 'Blue Mountain Wading Pool', 'MacPherson Outdoor Pool', 'Eileen Dailly Leisure Pool & Fitness Centre', 'Stan Stronge Pool']"
Corner Brook,Newfoundland and Labrador,Skiing/Snowboarding,"['Club Intrawest', 'Whitecap Alpine', 'Dakota Ridge Ski Area', 'Phoenix Mountain Ski Area', 'SilverStar Mountain Resort']"
Ferryland,Newfoundland and Labrador,Fishing,"['Lower Pond', 'Stave River', 'Fraser Fishing Adventures', 'Burnaby Lake Regional Park', 'Rocky Point Park', 'Silversides Fishing Adventures', 'Kanaka Creek Regional Park', 'Cabin Lake']"
Ferryland,Newfoundland and Labrador,Rock Climbing,"['Climblife', ""Clip 'n Climb Vancouver"", 'Project Climbing Centre', 'Climb Base5 (Coquitlam)', 'The Hive Heights', 'Thompson community bouldering', 'Ground Up Climbing Centre', 'Bomber Climbing', 'Climb Away']"
Ferryland,Newfoundland and Labrador,Swimming,"['City Centre Aquatic Complex', 'Central Park Outdoor Pool', 'Eileen Dailly Leisure Pool & Fitness Centre']"
Ferryland,Newfoundland and Labrador,Skiing/Snowboarding,"['Whitecap Alpine', 'Mount Timothy Recreational Resort']"
Gander,Newfoundland and Labrador,Camping,"['Seymour Group Campsite', ""Girl Guides of Canada - Woodward's Landing Campground"", 'Fort Camping', 'Campnab', 'Rolley Lake Provincial Park']"
Gander,Newfoundland and Labrador,River Rafting,"['Wedge Rafting', 'West Coast Canyoning Adventures', 'Squamish Rafting Company', 'Canadian Outback Rafting', 'Alpine Adventures', 'Osprey Rafting Company']"
Gander,Newfoundland and Labrador,Picnic,"['Barnet Marine Park Picnic Areas', 'Central Park Picnic Areas']"
Gander,Newfoundland and Labrador,Hiking/Trekking,"['Suraci’s Trail', 'Burnaby Mountain Conservation Area', 'West Forest Trails', 'Burnaby Mountain Biking and Hiking Trails', 'Central Valley Greenway', ""Drummond's Walk"", 'Glenbrook Ravine Trail']"
Gander,Newfoundland and Labrador,Rock Climbing,"['Project Climbing Centre', 'Climblife', 'Outdoor Bouldering Wall', 'SFU Climbing Wall', 'Canada West Mountain School']"
Gander,Newfoundland and Labrador,Cycling,"['Mactalla Cycles', 'Tynehead Regional Park', 'Van City Bikes and Skis', 'HUB Cycling', 'Yes Cycle Bike Rental', 'Great Explorations', 'Riverview Forest Biking Trails', 'Kissing Crows Cyclery']"
Grand Falls–Windsor,Newfoundland and Labrador,Mountaineering,"['Cheam Peak', 'Hiking trails & scenic valley views', 'Cabin Lake', 'Ammonite Falls']"
Grand Falls–Windsor,Newfoundland and Labrador,Cherry Blossom Viewing,"['Cherry Blossom Intersection', 'Alice Townley Park', 'Cherry Blossom Avenue', 'Vanier Park', 'Stanley Park', 'Prince Edward Park', 'Queen Elizabeth Park', 'Sunrise Park']"
Grand Falls–Windsor,Newfoundland and Labrador,Photography,"['Digital Orca', 'VanDusen Botanical Garden']"
Grand Falls–Windsor,Newfoundland and Labrador,Canoeing,"['Creekside Kayaks at Dragon Boat BC', 'Say Nuth Khaw Yum Provincial Park', 'Pedals & Paddles', 'Kanaka Creek Regional Park', 'Spirit of the West Adventures', 'Bowron Lake Provincial Park', 'Majestic Ocean Kayaking', 'Northshore Kayaking']"
Grand Falls–Windsor,Newfoundland and Labrador,Beach,"['Spanish Banks Beach', 'White Pine Beach', 'Anette Beach', 'Kitsilano Beach Park', 'Spanish Banks Beach Park', 'Locarno Beach', 'Buntzen Lake North Beach', 'Maple Beach', 'Parkside Beach']"
Grand Falls–Windsor,Newfoundland and Labrador,River Rafting,"['Outdoor Adventure Center', 'Alpine Adventures']"
Happy Valley–Goose Bay,Newfoundland and Labrador,Picnic,"['Rocky Point Picnic Shelter', 'Central Park Picnic Areas', 'Burnaby Fraser Foreshore Park', 'Barnet Marine Park Picnic Areas', 'Confederation Park Picnic Areas']"
Happy Valley–Goose Bay,Newfoundland and Labrador,Rock Climbing,"['Climblife', 'Outdoor Bouldering Wall']"
Happy Valley–Goose Bay,Newfoundland and Labrador,Horse-riding,"['Farm Ventures', 'Southlands Heritage Farm', 'Hidden Trails Ltd', 'North Shore Equestrian Centre', 'Pathways on Pleasure Valley', 'Valle Vista Stables', 'Copper Cayuse Outfitters', 'Trail Riders of the Canadian Rockies', 'Boundary Ranch']"
Happy Valley–Goose Bay,Newfoundland and Labrador,Cherry Blossom Viewing,"['Jean Beaty Park', 'Minoru Park', 'Greenheart TreeWalk', 'Alice Townley Park', 'Andy Livingstone Park', 'Mount Pleasant Park', 'Prince Edward Park']"
Happy Valley–Goose Bay,Newfoundland and Labrador,Boating,"['Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Burnaby Fraser Foreshore Park']"
Harbour Grace,Newfoundland and Labrador,Horse-riding,"['Glen Valley Stables', 'Leghorn Ranch Horseback Trail Rides', 'Boundary Ranch', 'North Shore Equestrian Centre', 'Farm Ventures', 'Pacific Riding for Developing Abilities']"
Harbour Grace,Newfoundland and Labrador,Hiking/Trekking,"['Burnaby Lake Regional Park', 'Baden Powell Trail', 'Burnaby Mountain walking path', 'South Side Trail', 'Burnaby Mountain Urban Trail', 'West Forest Trails', 'Trans Canada Trail', 'Cottonwood Trail']"
Harbour Grace,Newfoundland and Labrador,Canoeing,"['Vancouver Seawall', 'North Island Kayak', 'Majestic Ocean Kayaking', 'Northshore Kayaking', 'Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area']"
Harbour Grace,Newfoundland and Labrador,Rock Climbing,"['Climb Away', 'SFU Climbing Wall', 'Project Climbing Cloverdale', 'Thompson community bouldering', ""Clip 'n Climb Vancouver"", 'The Hive Heights']"
Harbour Grace,Newfoundland and Labrador,Fishing,"['Stave River', 'Capilano River Hatchery', 'CRAB Park', 'Kanaka Creek Regional Park', 'Fraser River Park', 'Lower Pond', 'Fraser Fishing Adventures', 'Cabin Lake']"
Harbour Grace,Newfoundland and Labrador,Photography,"['Queen Elizabeth Park', 'Bloedel Conservatory', 'Digital Orca', 'Museum of Archaeology & Ethnology', 'Prospect Point Lookout', 'FlyOver Canada', 'Stanley Park']"
Labrador City,Newfoundland and Labrador,Cherry Blossom Viewing,"['Andy Livingstone Park', 'Nikkei National Museum & Cultural Centre', 'Stanley Park', 'UBC Botanical Garden', 'Cherry Blossom Intersection', 'Mount Pleasant Park', 'Alice Townley Park', 'Jean Beaty Park']"
Labrador City,Newfoundland and Labrador,Fishing,"['Burnaby Fraser Foreshore Park', 'Kanaka Creek Regional Park', 'CRAB Park']"
Labrador City,Newfoundland and Labrador,Picnic,"['Burnaby Fraser Foreshore Park Picnic Areas', 'Covered Area']"
Labrador City,Newfoundland and Labrador,Swimming,"['RONA Coquitlam (Austin)', 'Stan Stronge Pool']"
Placentia,Newfoundland and Labrador,Canoeing,"['Spirit of the West Adventures', 'North Island Kayak', 'Tofino Sea Kayaking']"
Placentia,Newfoundland and Labrador,Hiking/Trekking,"['West Forest Trails', 'Burnaby Mountain walking path', 'Burnaby Lake Regional Park', 'Trans Canada Trail', 'Willingdon Jogging Trail']"
Placentia,Newfoundland and Labrador,Fishing,"[""Lang's Fishing Adventures"", 'Fishing dock', 'Cleveland Dam', 'Stave River', 'ABF Charters/ Guided Sportfishing/Gibsons BC', 'Lower Pond', 'Burnaby Fraser Foreshore Park', 'Westminster Pier Park', 'Rolley Lake Provincial Park']"
Placentia,Newfoundland and Labrador,Cycling,"['Great Explorations', 'Yes Cycle Bike Rental', 'Riverview Forest Biking Trails', 'Kissing Crows Cyclery']"
Saint Anthony,Newfoundland and Labrador,Hiking/Trekking,"['West Forest Trails', 'Suraci’s Trail', 'South Side Trail']"
Saint Anthony,Newfoundland and Labrador,Boating,"['Shelter Island Marina & Boatyard', 'Rocky Point Public Boat Launch', '2nd Launch boat', 'Heather Civic Marina', 'Quayside Marina', 'Westminster Pier Park', 'Bayshore West Marina']"
Saint Anthony,Newfoundland and Labrador,Swimming,"['Stan Stronge Pool', 'City Centre Aquatic Complex', 'Central Park Outdoor Pool', 'Wading Pool']"
Saint Anthony,Newfoundland and Labrador,Photography,"['Kennedy Falls', 'Canada Place', 'Prospect Point Lookout', 'Creekside Park', 'FlyOver Canada', 'Capilano Suspension Bridge Park', 'Digital Orca', 'Stanley Park']"
Saint Anthony,Newfoundland and Labrador,Canoeing,"['North Island Kayak', 'Northern Rockies Adventures', 'Wildcoast Adventures', 'Say Nuth Khaw Yum Provincial Park']"
St. John's,Newfoundland and Labrador,Hiking/Trekking,"['Burnaby lake', 'Southshore Trail', 'Baden Powell Trail', 'Burnaby Lake Regional Park']"
St. John's,Newfoundland and Labrador,Swimming,"['C.G. Brown Memorial Pool', 'Garden Grove Dr', 'Vancouver Aquatic Centre', 'Port Coquitlam Leisure Pool', 'Lord Byng Pool & Fitness Centre', 'Wading Pool', 'Eileen Dailly Leisure Pool & Fitness Centre']"
St. John's,Newfoundland and Labrador,Beach,"['New Brighton Beach', 'Anette Beach', 'Trout Lake Beach', 'Sunset Beach Park', 'Kitsilano Beach Park', 'Dundarave Beach', 'Second Beach', 'Spanish Banks Beach Park', 'Spanish Banks Beach']"
St. John's,Newfoundland and Labrador,Cherry Blossom Viewing,"['Sunrise Park', 'Devonian Harbour Park', 'Stanley Park', 'Cherry Blossom Intersection', 'UBC Botanical Garden', 'Prince Edward Park', 'Vanier Park']"
Wabana,Newfoundland and Labrador,River Rafting,"['Triad River Tours', 'Northern Rockies Adventures', 'Pangaea River Rafting | Missoula Whitewater Rafting', 'Glacier Guides and Montana Raft', 'Interior Whitewater Expeditions Ltd', 'Osprey Rafting Company']"
Wabana,Newfoundland and Labrador,Horse-riding,"['Conestogo River Horseback Adventures', 'Valle Vista Stables', 'Copper Cayuse Outfitters', 'North Shore Equestrian Centre', 'Footnote Farm', 'Boundary Ranch', 'Inspire horsemanship', 'Banff Trail Riders - Stables', 'Trail Riders of the Canadian Rockies']"
Wabana,Newfoundland and Labrador,Rock Climbing,"['The Rock Wall Climbing Gym', ""Clip 'n Climb Vancouver"", 'Thompson community bouldering', 'The Hive Heights', 'Climb Base5 (Coquitlam)', 'Vancouver Climbers Association', 'SFU Climbing Wall', 'The Hive Climbing and Fitness', 'Bomber Climbing']"
Fort Smith,Northwest Territories,Beach,"['Locarno Beach', 'White Pine Beach', 'Maple Beach']"
Fort Smith,Northwest Territories,Picnic,"['Prospect Point Picnic Area', 'Confederation Park Picnic Areas']"
Fort Smith,Northwest Territories,Canoeing,"['Bowron Lake Provincial Park', 'North Island Kayak', 'Seaward Kayaks', 'Gulf Island Kayaking', 'Kanaka Creek Regional Park', 'Northern Rockies Adventures', 'Tofino Sea Kayaking', 'Wildcoast Adventures', 'Northshore Kayaking']"
Fort Smith,Northwest Territories,Boating,"['Quayside Marina', 'Heather Civic Marina', 'Bayshore West Marina']"
Fort Smith,Northwest Territories,Fishing,"['Fraser River Park', 'Deer Lake Park', 'John Hendry Park (Trout Lake Park)', 'Rocky Point Park', 'Capilano River Hatchery']"
Hay River,Northwest Territories,Boating,"['Heather Civic Marina', 'Crescent Beach Marina', 'Bayshore West Marina']"
Hay River,Northwest Territories,Fishing,"['Fishing dock', 'Cabin Lake']"
Hay River,Northwest Territories,Picnic,"['Picnic Area', 'Jack`s Burn picnic area']"
Hay River,Northwest Territories,Horse-riding,"['Pathways on Pleasure Valley', 'Footnote Farm', 'Inspire horsemanship']"
Inuvik,Northwest Territories,Hiking/Trekking,"['Velodrome Trail', 'Burnaby Lake Regional Park', 'Burnaby lake', 'Southshore Trail', 'West Forest Trails', 'Burnaby Mountain Conservation Area']"
Inuvik,Northwest Territories,Boating,"['Westminster Pier Park', 'Burnaby Fraser Foreshore Park', 'Cates Park Boat Ramp', 'Quayside Marina', 'Coal Harbour Marina']"
Inuvik,Northwest Territories,Swimming,"['Blue Mountain Wading Pool', 'Lord Byng Pool & Fitness Centre', 'Templeton Park Pool', 'Kensington Park Outdoor Pool', 'Port Coquitlam Leisure Pool', 'C.G. Brown Memorial Pool']"
Tuktoyaktuk,Northwest Territories,Skiing/Snowboarding,"['Mount Cain Alpine Park', 'RED Mountain Resort']"
Tuktoyaktuk,Northwest Territories,Rock Climbing,"['Coastal Climbing Centre', 'The Rock Wall Climbing Gym', 'The Hive Bouldering Gym', 'Thompson community bouldering', 'Outdoor Bouldering Wall', 'Climb Away', ""Clip 'n Climb Vancouver""]"
Tuktoyaktuk,Northwest Territories,Camping,"['Bishop Creek Marine Campground', 'Anmore Camp & RV Park', 'British Columbia Lodging & Campgrounds Association', 'Capilano River RV Park', 'Montague Provincial Campground (K2 Park Service)', 'Dogwood Campgrounds & RV Park', 'Fort Camping', 'Apodaca Provincial Park', 'Klahanie Campground']"
Yellowknife,Northwest Territories,Skiing/Snowboarding,"['Dakota Ridge Ski Area', 'Purden Ski Village', 'Sun Peaks Resort', 'Mt Seymour Resort', 'Baldy Mountain Resort', 'Fortress Ski Area', 'Revelstoke Mountain Resort', 'Club Intrawest', 'Big White Ski Resort']"
Yellowknife,Northwest Territories,Camping,"['Muskrat Meadow Outdoor Group Campsite', 'Rolley Lake Provincial Park', 'Apodaca Provincial Park', 'Capilano River RV Park']"
Yellowknife,Northwest Territories,Canoeing,"['Gulf Island Kayaking', 'Vancouver Seawall', 'Banff Canoe Club']"
Yellowknife,Northwest Territories,River Rafting,"['Northern Rockies Adventures', 'Winding Waters River Expeditions', 'Hydra River Guides', 'Wedge Rafting', 'River Drifters - White Salmon River Rafting', 'Squamish Rafting Company', 'Triad River Tours', 'Osprey Rafting Company']"
Baddeck,Nova Scotia,Picnic,"['Prospect Point Picnic Area', 'Guelph Park', 'Covered Area', 'Central Park Picnic Areas', 'Meunch Bar Picnic Area', 'Burnaby Fraser Foreshore Park Picnic Areas', 'Belcarra Picnic Area', 'Mundy Park Picnic Shelter']"
Baddeck,Nova Scotia,Boating,"['Grant Narrows Park at Pitt–Addington Marsh Wildlife Management Area', 'Westminster Pier Park', 'BURNABY SAILING ASSOCIATION - Barnet Marine Park', 'Cates Park Boat Ramp', 'Quayside Marina', 'Heather Civic Marina', ""Gord's boat"", 'Ambleside Park | West Vancouver']"
Baddeck,Nova Scotia,Horse-riding,"['Glen Valley Stables', 'Banff Trail Riders - Stables', 'Boundary Ranch', 'Sun Hills Riding Centre', 'Valle Vista Stables', 'Leghorn Ranch Horseback Trail Rides', 'Inspire horsemanship', 'North Shore Equestrian Centre', 'Pathways on Pleasure Valley']"
Baddeck,Nova Scotia,Cycling,"['HUB Cycling', 'Riverview Forest Biking Trails', 'Steed Cycles', 'Bikes For All', 'Bert Flinn Park', 'Burnaby Velodrome Club', 'Great Explorations', 'Union Street Cycle']"
Digby,Nova Scotia,River Rafting,"['Chilliwack River Rafting', 'River Drifters - White Salmon River Rafting', 'Kumsheen Rafting Resort', 'Glacier Guides and Montana Raft']"
Digby,Nova Scotia,Picnic,"['Covered Area', 'Prospect Point Picnic Area']"
Digby,Nova Scotia,Camping,"[""Raven's Nest Outdoor Group Campsite"", 'Dogwood Campgrounds & RV Park', 'Anmore Camp & RV Park', 'Fort Camping', 'Muskrat Meadow Outdoor Group Campsite', 'Rolley Lake Provincial Park', 'Montague Provincial Campground (K2 Park Service)', 'Apodaca Provincial Park', 'Capilano River RV Park']"
Digby,Nova Scotia,Photography,"['Prospect Point Lookout', 'Equinox Gallery', 'Queen Elizabeth Park', 'Bloedel Conservatory', 'Museum of Archaeology & Ethnology', 'Capilano Suspension Bridge Park', 'Creekside Park']"
Digby,Nova Scotia,Rock Climbing,"['SFU Climbing Wall', 'Ground Up Climbing Centre']"
Glace Bay,Nova Scotia,Hiking/Trekking,"['Burnaby lake', 'Baden Powell Trail', 'Central Valley Greenway']"
Glace Bay,Nova Scotia,Picnic,"['Picnic point', 'Covered Area', 'Belcarra Picnic Area', 'Prospect Point Picnic Area', 'Burnaby Fraser Foreshore Park Picnic Areas', 'Guelph Park', 'Bambi Picnic Vancouver']"
Glace Bay,Nova Scotia,Skiing/Snowboarding,"['Whistler Blackcomb', 'Grouse Mountain', 'Grouse Mountain', 'Baldy Mountain Resort', 'Whistler Blackcomb', 'Fortress Ski Area']"
Glace Bay,Nova Scotia,Cherry Blossom Viewing,"['Cherry Blossom Garden', 'Minoru Park', 'UBC Botanical Garden', 'Andy Livingstone Park', 'Greenheart TreeWalk', 'Mount Pleasant Park', 'Prince Edward Park']"
Halifax,Nova Scotia,Cherry Blossom Viewing,"['Greenheart TreeWalk', 'Alice Townley Park', 'Vanier Park', 'Cherry Blossom Intersection', 'Salsbury Park', 'Devonian Harbour Park', 'Mount Pleasant Park', 'Minoru Park', 'Jean Beaty Park']"
Halifax,Nova Scotia,Photography,"['Gastown Steam Clock', 'Rocky Point Park', 'Kennedy Falls', 'Queen Elizabeth Park', 'Digital Orca', 'Stanley Park', 'Equinox Gallery', 'Bloedel Conservatory']"
Halifax,Nova Scotia,Fishing,"['Cleveland Dam', 'Cabin Lake', 'CRAB Park']"
Halifax,Nova Scotia,Camping,"['Klahanie Campground', 'BC Hydro Stave Falls Lodge and Campsite', 'Fort Camping']"
Halifax,Nova Scotia,River Rafting,"['River Drifters - White Salmon River Rafting', 'Hydra River Guides', 'Wedge Rafting']"
Liverpool,Nova Scotia,Camping,"[""Raven's Nest Outdoor Group Campsite"", 'Montague Provincial Campground (K2 Park Service)', ""Girl Guides of Canada - Woodward's Landing Campground"", 'Fort Camping', 'Apodaca Provincial Park', 'British Columbia Lodging & Campgrounds Association', 'Porteau Cove Campground']"
Liverpool,Nova Scotia,River Rafting,"['Orion River Rafting', 'Wedge Rafting']"
Liverpool,Nova Scotia,Swimming,"['Killarney Pool', 'Blue Mountain Wading Pool', 'RONA Coquitlam (Austin)', 'Central Park Outdoor Pool', 'C.G. Brown Memorial Pool', 'Lord Byng Pool & Fitness Centre']"
Louisbourg,Nova Scotia,Cycling,"['Tynehead Regional Park', 'Mactalla Cycles', 'Van City Bikes and Skis']"
Louisbourg,Nova Scotia,Swimming,"['Blue Mountain Wading Pool', 'Kerrisdale Pool']"
Louisbourg,Nova Scotia,Cherry Blossom Viewing,"['Nikkei National Museum & Cultural Centre', 'Devonian Harbour Park', 'UBC Botanical Garden', 'Stanley Park', 'Queen Elizabeth Park', 'Mount Pleasant Park', 'Jean Beaty Park', 'Alice Townley Park']"
Lunenburg,Nova Scotia,River Rafting,"['Glacier Guides and Montana Raft', 'Adams River Rafting Ltd', 'Chilliwack River Rafting', 'Pangaea River Rafting | Missoula Whitewater Rafting', 'Orion River Rafting', 'Hydra River Guides']"
Lunenburg,Nova Scotia,Cycling,"['Cycle City Bike Shop & Repairs', 'Coal Harbour Bike Rental', 'Great Explorations', 'Reckless Shipyards: eBikes, Skis & More!', 'Burnaby Mountain Bike Skills Facility', 'Steed Cycles']"
Lunenburg,Nova Scotia,Canoeing,"['Wildcoast Adventures', 'Skyview Outdoors', 'Northshore Kayaking']"
Lunenburg,Nova Scotia,Photography,"['Guelph Park', 'VanDusen Botanical Garden', 'Olympic Cauldron', 'Prospect Point Lookout', 'Digital Orca', 'Museum of Archaeology & Ethnology', 'FlyOver Canada', 'Canada Place', 'Inukshuk']"
Pictou,Nova Scotia,Camping,"['Muskrat Meadow Outdoor Group Campsite', 'Klahanie Campground', 'Seymour Group Campsite']"
Pictou,Nova Scotia,Rock Climbing,"[""Clip 'n Climb Vancouver"", 'Vancouver Mountain Guides', 'The Rock Wall Climbing Gym', 'Vancouver Climbers Association', 'Climb Base5 (North Vancouver)', 'Canada West Mountain School', 'The Hive Heights', 'Climb Base5 (Coquitlam)']"
Pictou,Nova Scotia,Cycling,"['Velo Star Cafe', 'Union Street Cycle']"
Port Hawkesbury,Nova Scotia,Canoeing,"['Bowron Lake Provincial Park', 'Gulf Island Kayaking', 'Talaysay Tours', 'Say Nuth Khaw Yum Provincial Park', 'Tofino Sea Kayaking', 'North Island Kayak', 'Northshore Kayaking', 'Northern Rockies Adventures']"
Port Hawkesbury,Nova Scotia,Horse-riding,"['Pathways on Pleasure Valley', 'Pacific Riding for Developing Abilities', 'Saddle Peak Trail Rides', 'Leghorn Ranch Horseback Trail Rides', 'A/Z Mountain Adventures', 'Carousel Canada Equine Riding Centre', 'Banff Trail Riders - Stables', 'Inspire horsemanship']"
Port Hawkesbury,Nova Scotia,Camping,"['Seymour Group Campsite', 'BC Hydro Stave Falls Lodge and Campsite', 'Fort Camping', 'Bishop Creek Marine Campground', 'Anmore Camp & RV Park', 'Porteau Cove Campground', ""Girl Guides of Canada - Woodward's Landing Campground"", ""Raven's Nest Outdoor Group Campsite""]"
Port Hawkesbury,Nova Scotia,Skiing/Snowboarding,"['Fortress Ski Area', 'Purden Ski Village', 'Whistler Blackcomb']"
Springhill,Nova Scotia,Camping,"['BC Hydro Stave Falls Lodge and Campsite', 'Bishop Creek Marine Campground', 'Anmore Camp & RV Park']"
Springhill,Nova Scotia,Horse-riding,"['Hidden Trails Ltd', 'Inspire horsemanship', 'Conestogo River Horseback Adventures', 'Leghorn Ranch Horseback Trail Rides']"
Springhill,Nova Scotia,Mountaineering,"['Grouse Grind Trail', 'Mount Arrowsmith']"
Springhill,Nova Scotia,River Rafting,"['Interior Whitewater Expeditions Ltd', 'Outdoor Adventure Center', 'Wet Planet Rafting and Kayaking']"
Sydney,Nova Scotia,Photography,"['Stanley Park', 'Vancouver Photographer | Enjoy The Journey Studios', 'VanDusen Botanical Garden', 'Sunset Beach Park', 'Capilano Suspension Bridge Park', 'Gastown Steam Clock', 'Lighthouse Park | West Vancouver', 'Guelph Park', 'Bloedel Conservatory']"
Sydney,Nova Scotia,Rock Climbing,"['Project Climbing Cloverdale', ""Clip 'n Climb Vancouver"", 'Climb Base5 (Coquitlam)', 'Canada West Mountain School', 'Vancouver Mountain Guides']"
Sydney,Nova Scotia,Mountaineering,"['Kennedy Falls', 'Cheam Peak', 'Hiking trails & scenic valley views', 'Vancouver Mountain Guides', 'Panorama Ridge', 'Whytecliff Park | West Vancouver', 'Crown Mountain', 'West Lion', 'Say Nuth Khaw Yum Provincial Park']"
